,Brand,Owner,kilometers,Fuel,Transmission,Model,Price
9022,2017 Maruti Swift,1st Owner,"58,861 km",Diesel,Manual,ALPHA 1.2 K12 Manual,"₹4,27,899"
9023,2018 Maruti Vitara Brezza,1st Owner,"65,640 km",Diesel,Manual,ZDI PLUS Manual,"₹4,03,699"
9024,2018 Maruti Vitara Brezza,1st Owner,"32,456 km",Diesel,Automatic,SV MT PETROL Manual,"₹5,95,499"
9025,2019 Ford Ecosport,1st Owner,"9,648 km",Petrol,Automatic,1.5TITANIUM TDCI Manual,"₹6,51,899"
9026,2017 Hyundai Grand i10,1st Owner,"46,375 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹4,76,099"
9027,2016 Hyundai Grand i10,1st Owner,"86,068 km",Petrol,Manual,1.5TITANIUM TDCI Manual,"₹4,34,799"
9028,2017 Hyundai Grand i10,1st Owner,"25,833 km",Petrol,Manual,1.6 SX VTVT AT (O) Automatic,"₹13,65,199"
9029,2015 Hyundai Grand i10,3rd Owner,"63,175 km",Petrol,Manual,2.5 GX 8 STR BS IV Manual,"₹13,41,299"
9030,2018 Maruti Baleno,2nd Owner,"18,408 km",Petrol,Manual,RXT Manual,"₹5,23,699"
9031,2018 Maruti Celerio,1st Owner,"40,424 km",Petrol + CNG,Manual,ZDI Manual,"₹8,10,799"
9032,2018 Renault Kwid,1st Owner,"8,054 km",Petrol,Automatic,ZETA 1.2 K12 Manual,"₹5,62,599"
9033,2019 Maruti Baleno,1st Owner,"10,458 km",Petrol,Manual,RXT 1.0 EASY-R AT OPTION Automatic,"₹9,56,599"
9034,2019 Renault Kwid,1st Owner,"8,651 km",Petrol,Automatic,ZDI Manual,"₹7,00,699"
9035,2017 Renault Kwid,3rd Owner,"10,475 km",Petrol,Automatic,VDI Manual,"₹7,93,799"
9036,2019 Renault Kwid,1st Owner,"32,203 km",Petrol,Automatic,VDI Manual,"₹3,37,799"
9037,2017 Hyundai Grand i10,1st Owner,"25,194 km",Petrol,Automatic,SPORTZ 1.2 AT KAPPA2 Automatic,"₹4,22,099"
9038,2017 Hyundai Grand i10,1st Owner,"11,203 km",Petrol,Automatic,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,09,699"
9039,2017 Hyundai Grand i10,1st Owner,"20,393 km",Petrol,Manual,ALPHA DDIS 190 Manual,"₹4,96,599"
9040,2018 Maruti Wagon R 1.0,2nd Owner,"31,281 km",Petrol,Automatic,SPORTZ 1.2 Manual,"₹3,45,000"
9041,2016 Hyundai Grand i10,2nd Owner,"33,565 km",Petrol,Manual,1.0 S AT Automatic,"₹5,18,399"
9042,2014 Maruti Alto 800,2nd Owner,"46,886 km",Petrol,Manual,2.8 4x2 MT Manual,"₹8,14,499"
9043,2015 Hyundai Grand i10,2nd Owner,"31,497 km",Petrol,Automatic,220 D SPORT 4MATIC Manual,"₹6,28,099"
9044,2016 Hyundai Grand i10,1st Owner,"27,787 km",Petrol,Manual,Varicor 320 XE Manual,"₹5,84,999"
9045,2016 Maruti Wagon R 1.0,1st Owner,"36,288 km",Petrol,Automatic,525D 3.0 Automatic,"₹2,92,599"
9046,2015 Tata Nano,1st Owner,"36,322 km",Petrol,Manual,VDI Manual,"₹2,61,999"
9047,2014 Maruti Alto K10,1st Owner,"29,150 km",Petrol,Manual,1.5 TREND TDCI Manual,"₹6,67,699"
9048,2018 Maruti Celerio,2nd Owner,"20,753 km",Petrol,Automatic,VXI Manual,"₹18,26,999"
9049,2016 Hyundai Grand i10,1st Owner,"31,884 km",Petrol,Manual,VDI Manual,"₹6,16,799"
9050,2015 Maruti Alto 800,1st Owner,"6,248 km",Petrol,Manual,1.2 AMBIENTE Manual,"₹13,49,099"
9051,2018 Renault Kwid,1st Owner,"12,257 km",Petrol,Automatic,VXI Manual,"₹3,47,499"
9052,2017 Maruti Alto K10,1st Owner,"57,753 km",Petrol,Manual,HIGHLINE PLUS 1.2L PETROL Manual,"₹2,98,599"
9053,2014 Maruti Alto 800,2nd Owner,"33,959 km",Petrol,Manual,1.2 S Manual,"₹6,99,999"
9054,2015 Hyundai Grand i10,1st Owner,"22,961 km",Petrol,Manual,VX CVT PETROL Automatic,"₹11,25,599"
9055,2013 Maruti Swift,1st Owner,"35,212 km",Diesel,Manual,1.2 V AT Automatic,"₹8,31,399"
9056,2018 Maruti Alto K10,3rd Owner,"14,908 km",Petrol,Automatic,1.2 S MT I VTEC Manual,"₹7,35,399"
9057,2015 Maruti Alto K10,1st Owner,"18,071 km",Petrol,Manual,VDI BS IV Manual,"₹14,67,199"
9058,2017 Maruti Alto 800,1st Owner,"3,985 km",Petrol,Manual,T8 Manual,"₹5,34,599"
9059,2017 Maruti Alto 800,1st Owner,"33,925 km",Petrol,Manual,VXI AMT Automatic,"₹4,16,299"
9060,2015 Tata Nano,1st Owner,"26,282 km",Petrol,Automatic,VXI Manual,"₹7,65,399"
9061,2012 Maruti Swift Dzire,2nd Owner,"37,446 km",Petrol,Manual,ASTA 1.2 Manual,"₹5,20,399"
9062,2016 Renault Duster,1st Owner,"51,941 km",Diesel,Manual,1.2 S Manual,"₹8,27,699"
9063,2016 Hyundai Elite i20,1st Owner,"45,362 km",Petrol,Manual,1.2 S Manual,"₹6,98,899"
9064,2013 Maruti Wagon R 1.0,1st Owner,"46,049 km",Petrol,Manual,1.5 SMT I DTEC Manual,"₹4,45,299"
9065,2015 Maruti S Cross,1st Owner,"75,162 km",Diesel,Manual,MAGNA 1.2 Manual,"₹4,03,999"
9066,2017 Maruti Ciaz,1st Owner,"68,735 km",Diesel,Manual,1.6 SX CRDI Manual,"₹6,93,799"
9067,2015 Maruti Wagon R 1.0,1st Owner,"48,198 km",Petrol,Manual,1.5 TREND DIESEL Manual,"₹5,39,099"
9068,2014 Honda Amaze,1st Owner,"62,672 km",Diesel,Manual,MAGNA 1.2 Manual,"₹5,22,099"
9069,2016 Honda City,1st Owner,"25,569 km",Petrol,Manual,1.2 i-VTEC VX MT Manual,"₹7,86,599"
9070,2017 Maruti Vitara Brezza,1st Owner,"47,948 km",Diesel,Manual,XZ 1.2 REVOTRON Manual,"₹15,61,399"
9071,2014 Honda City,1st Owner,"52,024 km",Petrol,Manual,LXI CNG 1.0 L Manual,"₹4,25,399"
9072,2015 Volkswagen Polo,2nd Owner,"32,889 km",Petrol,Automatic,S5 2WD Manual,"₹7,09,699"
9073,2018 Hyundai Verna,1st Owner,"26,161 km",Petrol,Manual,DELTA 1.3 Manual,"₹7,91,099"
9074,2014 Maruti Swift Dzire,1st Owner,"31,851 km",Petrol,Manual,MAGNA 1.2 Manual,"₹4,66,999"
9075,2015 Honda City,1st Owner,"50,169 km",Petrol,Manual,ZETA 1.2 K12 CVT Automatic,"₹5,85,199"
9076,2015 Hyundai i20 Active,1st Owner,"77,032 km",Diesel,Manual,VDI Manual,"₹5,84,799"
9077,2016 Hyundai Creta,1st Owner,"48,182 km",Petrol,Manual,ZXI AMT Automatic,"₹5,95,999"
9078,2017 Honda WR-V,1st Owner,"1,00,164 km",Petrol,Manual,ALPHA 1.2 K12 Manual,"₹5,36,399"
9079,2018 Maruti Ertiga,1st Owner,"25,075 km",Diesel,Manual,1.5 i-DTEC VX MT Manual,"₹9,03,599"
9080,2015 Honda City,1st Owner,"61,578 km",Petrol,Manual,ZETA 1.2 K12 AMT Automatic,"₹6,13,499"
9081,2017 Maruti Alto 800,1st Owner,"54,305 km",Petrol,Manual,ZDI Plus Manual,"₹12,87,399"
9082,2017 Jeep Compass,1st Owner,"27,904 km",Diesel,Manual,1.0L Turbo GDI SX(O) MT Manual,"₹5,88,199"
9083,2018 Maruti Celerio,1st Owner,"29,458 km",Petrol,Manual,SX(O) CRDi Manual,"₹7,82,299"
9084,2015 Honda City,1st Owner,"1,50,305 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,87,599"
9085,2016 Honda Jazz,1st Owner,"44,500 km",Petrol + CNG,Manual,DELTA 1.2 K12 Manual,"₹6,14,699"
9086,2019 Maruti Baleno,1st Owner,"18,002 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹8,17,799"
9087,2019 Tata Tiago,2nd Owner,"17,808 km",Petrol,Manual,RXZ Manual,"₹4,66,499"
9088,2013 Hyundai i20,1st Owner,"44,304 km",Petrol,Manual,ASTA 1.2 (O) Manual,"₹14,44,599"
9089,2014 Hyundai Grand i10,1st Owner,"52,072 km",Petrol,Manual,VXI AMT Automatic,"₹14,79,599"
9090,2019 Jeep Compass,2nd Owner,"10,356 km",Diesel,Manual,2.4 VX 8 STR Manual,"₹6,31,199"
9091,2016 Hyundai Grand i10,1st Owner,"30,912 km",Petrol,Manual,1.6 SX VTVT AT (O) Automatic,"₹6,90,699"
9092,2016 Hyundai Grand i10,2nd Owner,"11,819 km",Petrol,Automatic,1.6 SX VTVT AT (O) Automatic,"₹8,77,599"
9093,2015 Hyundai Grand i10,1st Owner,"33,678 km",Petrol,Manual,2.5 GX 8 STR BS IV Manual,"₹5,52,299"
9094,2012 Maruti SX4,1st Owner,"1,32,910 km",Diesel,Manual,VX CVT PETROL Automatic,"₹4,97,799"
9095,2012 Maruti Wagon R 1.0,1st Owner,"88,649 km",Petrol + CNG,Manual,1.6 CRDI SX + AT Automatic,"₹5,73,599"
9096,2012 Maruti Swift Dzire,1st Owner,"40,145 km",Diesel,Manual,VDI SHVS Manual,"₹6,31,399"
9097,2019 Renault Kwid,1st Owner,"4,629 km",Petrol,Automatic,1.5 TITANIUM TI VCT AT Automatic,"₹5,95,099"
9098,2016 Tata Tiago,1st Owner,"77,348 km",Petrol,Manual,SHARP DCT PETROL Automatic,"₹5,04,199"
9099,2011 Maruti Alto,1st Owner,"49,063 km",Petrol,Manual,1.5 TITANIUM TI VCT AT Automatic,"₹4,43,699"
9100,2014 Honda Amaze,1st Owner,"85,593 km",Diesel,Manual,ASTA 1.2 (O) Manual,"₹4,15,599"
9101,2017 Maruti Vitara Brezza,1st Owner,"38,464 km",Diesel,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹3,29,399"
9102,2018 Maruti Ciaz,1st Owner,"49,828 km",Petrol,Automatic,ASTA 1.2 Manual,"₹5,07,899"
9103,2015 Maruti Swift,1st Owner,"24,966 km",Petrol,Manual,SIGMA 1.2 K12 Manual,"₹10,24,999"
9104,2019 Hyundai Verna,1st Owner,"11,728 km",Petrol,Manual,ZXI Manual,"₹7,06,899"
9105,2014 Volkswagen Polo,1st Owner,"57,558 km",Petrol,Manual,1.5TITANIUM TDCI Manual,"₹6,03,499"
9106,2017 Hyundai Creta,1st Owner,"52,753 km",Diesel,Automatic,1.6 SX VTVT AT (O) Automatic,"₹10,94,399"
9107,2018 Maruti S Cross,1st Owner,"37,002 km",Diesel,Manual,LK 1.8 TSI AT Automatic,"₹6,25,599"
9108,2011 Hyundai i20,2nd Owner,"94,126 km",Petrol,Manual,GT TSI 1.2 PETROL AT Automatic,"₹7,63,099"
9109,2017 Tata NEXON,1st Owner,"50,020 km",Diesel,Manual,1.2 ASTA (O) CVT Automatic,"₹4,53,099"
9110,2015 Jaguar XF,1st Owner,"46,968 km",Diesel,Automatic,VDI BS IV Manual,"₹4,37,899"
9111,2015 BMW 3 Series,2nd Owner,"63,677 km",Diesel,Automatic,1.2 ASTA (O) CVT Automatic,"₹6,45,999"
9112,2015 BMW 3 Series,1st Owner,"95,239 km",Diesel,Automatic,VXI 1.2 BS IV Manual,"₹5,96,599"
9113,2018 Maruti Alto 800,1st Owner,"20,369 km",Petrol,Manual,VDI Manual,"₹11,58,199"
9114,2014 Ford Ecosport,1st Owner,"24,887 km",Petrol,Manual,ZXI Manual,"₹6,22,699"
9115,2015 Hyundai Creta,1st Owner,"99,645 km",Diesel,Manual,ZDI AMT Automatic,"₹8,75,399"
9116,2017 Audi Q3,1st Owner,"23,739 km",Petrol,Automatic,ZXI Manual,"₹8,75,399"
9117,2015 Hyundai Grand i10,1st Owner,"21,551 km",Petrol,Manual,ZXI + Manual,"₹6,24,899"
9118,2014 Hyundai Verna,1st Owner,"89,996 km",Petrol,Manual,VXI Manual,"₹18,91,799"
9119,2017 Maruti Ciaz,1st Owner,"19,891 km",Petrol,Manual,VXI AMT Automatic,"₹8,71,999"
9120,2018 Renault Duster,1st Owner,"56,807 km",Diesel,Automatic,DELTA 1.2 K12 Manual,"₹7,82,499"
9121,2015 Volkswagen Polo,2nd Owner,"48,247 km",Diesel,Manual,VDI AMT Automatic,"₹10,49,499"
9122,2016 Datsun Redi Go,1st Owner,"60,308 km",Petrol,Manual,ZDI PLUS Manual,"₹5,56,299"
9123,2015 Renault Kwid,1st Owner,"18,914 km",Petrol,Manual,VXI OPT Manual,"₹7,35,099"
9124,2013 Hyundai Verna,2nd Owner,"44,618 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹5,73,599"
9125,2017 Maruti Ciaz,1st Owner,"74,981 km",Diesel,Manual,LXI Manual,"₹8,75,399"
9126,2013 Audi A4,1st Owner,"43,288 km",Diesel,Automatic,SPORTZ 1.2 KAPPA VTVT Manual,"₹3,10,399"
9127,2017 Maruti Ertiga,2nd Owner,"51,954 km",Petrol + CNG,Manual,MAGNA 1.2 VTVT Manual,"₹3,10,499"
9128,2018 Maruti Swift,1st Owner,"65,055 km",Diesel,Automatic,LXI Manual,"₹3,34,499"
9129,2013 Ford Ecosport,1st Owner,"52,149 km",Petrol,Manual,ZXI OPT AMT Automatic,"₹5,94,899"
9130,2018 Maruti IGNIS,1st Owner,"19,526 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹5,73,599"
9131,2016 Hyundai Elite i20,2nd Owner,"88,342 km",Petrol,Manual,MAGNA AT 1.2 KAPPA VTVT Automatic,"₹9,57,499"
9132,2017 Renault Kwid,1st Owner,"9,644 km",Petrol,Automatic,LXI Manual,"₹8,88,399"
9133,2020 Hyundai Creta,1st Owner,"37,882 km",Diesel,Automatic,VXI Manual,"₹5,58,099"
9134,2015 Honda Amaze,2nd Owner,"39,046 km",Petrol,Manual,LXI OPT Manual,"₹5,87,599"
9135,2020 Tata Tiago,1st Owner,"7,628 km",Petrol,Manual,1.5 i-VTEC S Manual,"₹3,50,099"
9136,2018 Ford Ecosport,1st Owner,"44,329 km",Petrol,Automatic,VXI Manual,"₹5,67,499"
9137,2018 Ford Ecosport,1st Owner,"50,008 km",Diesel,Manual,ZDI PLUS SHVS Manual,"₹5,29,399"
9138,2013 Volkswagen Vento,1st Owner,"71,919 km",Petrol,Manual,VXI Manual,"₹5,12,099"
9139,2018 Honda Amaze,1st Owner,"40,267 km",Petrol,Automatic,VXI Manual,"₹4,25,299"
9140,2017 Ford Ecosport,1st Owner,63 km,Petrol,Automatic,1.6 SX PLUS AUTO Automatic,"₹4,70,599"
9141,2016 Hyundai i20 Active,2nd Owner,"22,289 km",Petrol,Manual,1.0 RXT Manual,"₹5,31,799"
9142,2018 Ford Figo Aspire,2nd Owner,"31,641 km",Diesel,Manual,VXI Manual,"₹5,77,999"
9143,2014 Maruti Swift Dzire,1st Owner,"1,08,079 km",Diesel,Manual,ZDI PLUS Manual,"₹4,61,399"
9144,2018 Honda WR-V,1st Owner,"29,618 km",Petrol,Manual,1.2 KAPPA SPORTZ (O) Manual,"₹4,87,099"
9145,2018 Maruti Ertiga,1st Owner,"65,977 km",Diesel,Manual,MAGNA 1.1 IRDE2 Manual,"₹3,41,999"
9146,2018 Toyota YARIS,1st Owner,"28,949 km",Petrol,Manual,LXI Manual,"₹5,96,899"
9147,2016 Hyundai i20 Active,1st Owner,"47,343 km",Petrol,Manual,W8 FWD Manual,"₹5,11,299"
9148,2019 Maruti Alto,2nd Owner,"21,494 km",Petrol,Manual,VXI Manual,"₹5,90,399"
9149,2019 MG HECTOR,1st Owner,"2,978 km",Petrol,Automatic,1.0 RXT Manual,"₹3,38,799"
9150,2014 Ford Ecosport,2nd Owner,"54,930 km",Diesel,Manual,ZDI PLUS SHVS Manual,"₹6,63,299"
9151,2015 Hyundai i20 Active,2nd Owner,"75,334 km",Diesel,Manual,ZETA 1.2 K12 AMT Automatic,"₹9,12,499"
9152,2018 Ford Ecosport,1st Owner,"11,860 km",Petrol,Automatic,1.5 TITANIUM TI VCT AT Automatic,"₹6,39,399"
9153,2016 Hyundai Elite i20,1st Owner,"19,327 km",Petrol,Manual,VXI Manual,"₹8,02,299"
9154,2018 Mahindra MARAZZO,1st Owner,"7,022 km",Diesel,,1.6 E + VTVT Manual,"₹6,39,499"
9155,2018 Mahindra MARAZZO,1st Owner,"37,441 km",Diesel,,1.6 SX VTVT Manual,"₹15,17,399"
9156,2016 Hyundai Creta,1st Owner,"11,262 km",Petrol,Automatic,LXI CNG Manual,"₹7,27,799"
9157,2018 Tata Hexa,1st Owner,"66,457 km",Diesel,Manual,S MT 1.2 KAPPA Manual,"₹7,44,199"
9158,2016 Hyundai Elite i20,1st Owner,"20,429 km",Petrol,Manual,1.2 V MT I VTEC Manual,"₹16,43,499"
9159,2017 Maruti Vitara Brezza,1st Owner,"68,492 km",Diesel,Manual,COMFORTLINE 1.2L PETROL Manual,"₹7,70,899"
9160,2017 Maruti Vitara Brezza,1st Owner,"42,903 km",Diesel,Manual,VDI Manual,"₹6,25,999"
9161,2014 Hyundai Elite i20,2nd Owner,"32,024 km",Petrol,Manual,COMFORTLINE 1.2L PETROL Manual,"₹5,50,099"
9162,2020 Tata ALTROZ,1st Owner,"13,557 km",Petrol,,VXI Manual,"₹3,06,699"
9163,2017 Hyundai Creta,1st Owner,"24,663 km",Petrol,Manual,VDI BS IV Manual,"₹15,94,599"
9164,2019 Toyota Glanza,1st Owner,"2,407 km",Petrol,Automatic,ZDI PLUS SHVS Manual,"₹4,71,199"
9165,2016 Maruti Ciaz,1st Owner,"23,205 km",Petrol,Manual,XZ+ 1.2 Manual,"₹6,78,899"
9166,2016 Maruti Baleno,1st Owner,"8,783 km",Petrol,Manual,VXI Manual,"₹8,48,399"
9167,2021 Toyota Glanza,1st Owner,"7,752 km",Petrol,Manual,ASTA 1.2 Manual,"₹4,02,699"
9168,2017 Maruti Ertiga,1st Owner,"53,560 km",Diesel,Manual,XM 1.5 Manual,"₹5,14,399"
9169,2016 Maruti Baleno,2nd Owner,"11,237 km",Petrol,Manual,W8 FWD Manual,"₹6,05,599"
9170,2016 Maruti Baleno,2nd Owner,"58,063 km",Petrol,Manual,1.2 S Manual,"₹3,87,499"
9171,2016 Honda Jazz,1st Owner,"87,688 km",Petrol,Automatic,ZX CVT PETROL Automatic,"₹13,30,499"
9172,2018 Honda WR-V,2nd Owner,"49,968 km",Diesel,Manual,1.0 ECOBOOST TITANIUM Manual,"₹4,07,299"
9173,2014 Maruti Celerio,1st Owner,"49,448 km",Petrol,Manual,SV MT PETROL Manual,"₹4,31,499"
9174,2014 Maruti Celerio,1st Owner,"38,332 km",Petrol,Manual,ZETA 1.3 Manual,"₹4,95,599"
9175,2017 Maruti IGNIS,1st Owner,"8,454 km",Petrol,Manual,XZA 1.2 REVOTRON Automatic,"₹2,31,299"
9176,2019 Hyundai VENUE,1st Owner,"35,592 km",Diesel,Manual,SPORTZ 1.2 Manual,"₹5,71,599"
9177,2014 Hyundai Grand i10,1st Owner,"20,884 km",Petrol,Manual,ZDI Manual,"₹5,58,899"
9178,2015 Ford Ecosport,1st Owner,"28,391 km",Petrol,Manual,VXI 1.2L Manual,"₹6,26,399"
9179,2017 Renault Kwid,1st Owner,"31,147 km",Petrol,Manual,VDI Manual,"₹5,38,299"
9180,2018 Maruti IGNIS,1st Owner,"3,248 km",Petrol,Manual,VDI OPT Manual,"₹5,88,199"
9181,2016 Hyundai Grand i10,1st Owner,"40,007 km",Petrol,Manual,ZXI PLUS Manual,"₹3,50,599"
9182,2019 MG HECTOR,1st Owner,"22,687 km",Petrol,Automatic,1.6 SX PLUS AUTO PETROL Automatic,"₹5,69,699"
9183,2019 MG HECTOR,1st Owner,"14,939 km",Diesel,Manual,1.2 SX Manual,"₹4,98,799"
9184,2012 Toyota Innova,1st Owner,"3,53,288 km",Diesel,Manual,ZDI+ Manual,"₹3,57,499"
9185,2016 Skoda Superb,1st Owner,"46,208 km",Diesel,Automatic,1.2 i-VTEC VX MT Manual,"₹3,02,799"
9186,2019 Renault Kwid,1st Owner,"27,241 km",Petrol,Manual,1.0 RXZ Manual,"₹4,15,899"
9187,2017 Hyundai Creta,1st Owner,"79,362 km",Diesel,Automatic,DELTA 1.2 K12 Manual,"₹5,21,399"
9188,2018 Hyundai Verna,2nd Owner,"24,240 km",Petrol,Automatic,ZETA 1.2 K12 Manual,"₹3,53,999"
9189,2016 Toyota Corolla Altis,1st Owner,"90,835 km",Petrol,Automatic,ALPHA DDIS 190 Manual,"₹6,07,499"
9190,2019 Maruti S Cross,1st Owner,"24,457 km",Diesel,Manual,VDI Manual,"₹3,40,199"
9191,2016 Volkswagen Polo,1st Owner,"50,416 km",Petrol,Automatic,VDI Manual,"₹2,61,499"
9192,2012 Hyundai Verna,1st Owner,"1,03,072 km",Petrol,Manual,VXI Manual,"₹6,39,599"
9193,2019 Maruti Ertiga,1st Owner,"32,803 km",Petrol,Manual,1.0 TURBO GDI SX+ AT Automatic,"₹5,77,699"
9194,2017 Ford Ecosport,1st Owner,"43,134 km",Diesel,Manual,VXI Manual,"₹3,56,999"
9195,2019 MG HECTOR,2nd Owner,"6,776 km",Petrol,Automatic,VXI Manual,"₹2,76,699"
9196,2019 Maruti Ertiga,1st Owner,"10,344 km",Petrol,Automatic,VDI Manual,"₹7,34,899"
9197,2017 Ford Ecosport,1st Owner,"66,188 km",Diesel,Manual,1.2 i-VTEC VX MT Manual,"₹8,22,599"
9198,2018 Ford Ecosport,1st Owner,"19,883 km",Petrol,Automatic,2.5 GX 8 STR BS IV Manual,"₹5,25,899"
9199,2019 Volkswagen Ameo,1st Owner,"6,719 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹3,45,099"
9200,2011 Hyundai i20,1st Owner,"43,124 km",Petrol,Manual,ZDI Plus Manual,"₹3,49,899"
9201,2013 Maruti Swift Dzire,1st Owner,"72,893 km",Diesel,Manual,ZETA 1.2 K12 AMT Automatic,"₹7,08,199"
9202,2017 Maruti Wagon R 1.0,1st Owner,"60,858 km",Petrol,Automatic,ZETA 1.2 K12 AMT Automatic,"₹4,63,799"
9203,2019 Hyundai Elite i20,1st Owner,"1,898 km",Petrol,Manual,VDI SHVS Manual,"₹5,08,399"
9204,2018 Ford Ecosport,1st Owner,"56,305 km",Diesel,Manual,ZDI SHVS Manual,"₹4,38,399"
9205,2019 Hyundai Elite i20,1st Owner,"7,605 km",Petrol,Manual,Magna Executive 1.2 Manual,"₹9,56,599"
9206,2012 Maruti Swift,1st Owner,"81,690 km",Diesel,Manual,1.0 TURBO GDI SX+ AT Automatic,"₹2,57,699"
9207,2017 Maruti Wagon R 1.0,2nd Owner,"23,623 km",Petrol,Manual,VX 1.2 Manual,"₹2,88,499"
9208,2013 Maruti Swift Dzire,2nd Owner,"45,420 km",Petrol,Manual,J S Manual,"₹3,65,699"
9209,2016 Maruti Swift Dzire,1st Owner,"30,173 km",Petrol,Manual,VDI AMT Automatic,"₹4,63,599"
9210,2018 Maruti Vitara Brezza,2nd Owner,"24,320 km",Diesel,Manual,LIMITED 1.4 AT Automatic,"₹4,76,399"
9211,2020 Maruti Vitara Brezza,1st Owner,"18,943 km",Petrol,Manual,1.6 SX PLUS AUTO PETROL Automatic,"₹10,25,099"
9212,2018 Maruti Wagon R 1.0,1st Owner,"52,371 km",Petrol,Automatic,1.0 TURBO GDI SX+ AT Automatic,"₹9,14,899"
9213,2018 Maruti Vitara Brezza,1st Owner,"64,199 km",Diesel,Manual,1.4 CRDI S MT Manual,"₹4,95,599"
9214,2013 Maruti Swift Dzire,1st Owner,"1,61,540 km",Diesel,Manual,MAGNA 1.2 VTVT Manual,"₹3,09,099"
9215,2019 Maruti Vitara Brezza,1st Owner,"44,471 km",Diesel,Manual,1.2 V MT I VTEC Manual,"₹6,71,799"
9216,2014 Hyundai i10,2nd Owner,"25,029 km",Petrol,Manual,1.5 TREND DIESEL Manual,"₹7,51,499"
9217,2017 Hyundai Grand i10,1st Owner,"39,905 km",Petrol,Manual,ZX CVT PETROL Automatic,"₹7,13,099"
9218,2020 Maruti Vitara Brezza,1st Owner,"6,129 km",Petrol,Manual,RXS 85 PS Manual,"₹5,65,299"
9219,2017 Hyundai Grand i10,1st Owner,"32,683 km",Diesel,Manual,GTX+ 1.4 MT Manual,"₹5,58,299"
9220,2018 Maruti Celerio,1st Owner,"42,234 km",Petrol,Manual,GTX+ 1.4 MT Manual,"₹4,70,899"
9221,2019 Maruti Baleno,1st Owner,"22,363 km",Petrol,Manual,1.2 SV PETROL Manual,"₹5,20,299"
9222,2018 Maruti Wagon R 1.0,1st Owner,"5,645 km",Petrol + CNG,Manual,SPORTZ 1.2 Manual,"₹6,87,799"
9223,2015 Maruti Wagon R 1.0,1st Owner,"23,397 km",Petrol,Manual,1.6 SX (O) CRDI MT Manual,"₹3,71,599"
9224,2018 Honda Jazz,1st Owner,"20,426 km",Petrol,Manual,VXI AMT Automatic,"₹3,09,099"
9225,2015 Hyundai Grand i10,1st Owner,"46,867 km",Petrol,Manual,LIMITED O 1.4 AT Automatic,"₹2,80,899"
9226,2014 Honda Brio,1st Owner,"75,162 km",Petrol,Automatic,1.6 SX PLUS AUTO PETROL Automatic,"₹8,41,799"
9227,2017 Maruti Celerio,1st Owner,"10,142 km",Petrol,Manual,Magna Executive 1.2 Manual,"₹4,49,599"
9228,2014 Maruti Wagon R 1.0,1st Owner,"25,677 km",Petrol,Manual,V MT PETROL Manual,"₹5,10,399"
9229,2016 Hyundai Grand i10,1st Owner,"26,904 km",Petrol,Manual,1.2 S CRDI,"₹5,70,899"
9230,2018 Hyundai Grand i10,1st Owner,"13,421 km",Petrol,Automatic,1.6 SX VTVT AT (O) Automatic,"₹9,74,099"
9231,2018 Hyundai Grand i10,1st Owner,"8,711 km",Petrol,Manual,SMART DCT PETROL Automatic,"₹5,97,299"
9232,2017 Maruti Celerio,1st Owner,"1,300 km",Petrol,Manual,V MT PETROL Manual,"₹2,54,699"
9233,2014 Maruti Wagon R 1.0,1st Owner,"13,563 km",Petrol,Manual,2.4 VX 7 STR Manual,"₹5,95,599"
9234,2013 Maruti Wagon R 1.0,1st Owner,"28,994 km",Petrol,Manual,1.5TITANIUM TDCI Manual,"₹5,99,099"
9235,2016 Hyundai Grand i10,1st Owner,"21,422 km",Petrol,Manual,1.4 CRDI ASTA (O) Manual,"₹5,98,999"
9236,2017 Maruti Celerio,1st Owner,"9,506 km",Petrol,Manual,VXI PLUS AGS Automatic,"₹5,95,399"
9237,2016 Maruti Baleno,1st Owner,"44,743 km",Diesel,Manual,SV MT PETROL Manual,"₹5,96,799"
9238,2017 Maruti Celerio,1st Owner,"66,663 km",Petrol,Manual,1.5 TITANIUM TI VCT AT Automatic,"₹5,65,699"
9239,2014 Maruti Wagon R 1.0,1st Owner,"11,617 km",Petrol,Manual,1.2 V CVT I VTEC Automatic,"₹6,88,099"
9240,2015 Maruti Baleno,1st Owner,"46,657 km",Petrol,Manual,SPORTZ 1.2 Manual,"₹6,85,599"
9241,2016 Maruti Vitara Brezza,1st Owner,"47,324 km",Diesel,Manual,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹6,68,599"
9242,2016 Honda City,1st Owner,"68,794 km",Petrol,Manual,1.6 SX AT CRDI Automatic,"₹6,61,899"
9243,2016 Ford Ecosport,1st Owner,"42,751 km",Diesel,Manual,ASTA 1.4 CRDI Manual,"₹6,14,699"
9244,2018 Maruti Baleno,1st Owner,"18,380 km",Petrol,Manual,SPORTZ 1.2 Manual,"₹9,16,999"
