,Brand,Owner,kilometers,Fuel,Transmission,Model,Price
227,2018 Maruti Baleno,1st Owner,"25,937 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,90,199"
228,2016 Maruti Swift Dzire,2nd Owner,"58,123 km",Diesel,Manual,VDI ABS Manual,"₹5,14,599"
229,2014 Maruti Swift Dzire,1st Owner,"56,467 km",Diesel,Manual,LDI BS IV Manual,"₹3,58,199"
230,2013 Maruti Swift,1st Owner,"70,981 km",Diesel,Manual,VDI Manual,"₹3,38,299"
231,2018 Maruti Vitara Brezza,1st Owner,"60,395 km",Diesel,Manual,VDI OPT Manual,"₹6,81,899"
232,2020 Maruti Baleno,1st Owner,"15,096 km",Petrol,Manual,ALPHA 1.2 K12 Manual,"₹7,32,799"
233,2018 Maruti Vitara Brezza,2nd Owner,"83,300 km",Diesel,Manual,ZDI Manual,"₹7,34,999"
234,2018 Maruti Baleno,1st Owner,"31,209 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,10,999"
235,2016 Hyundai Grand i10,1st Owner,"69,989 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,23,099"
236,2014 Maruti Swift Dzire,2nd Owner,"1,18,729 km",Diesel,Manual,LDI BS IV Manual,"₹3,15,199"
237,2019 Maruti Alto,1st Owner,"22,988 km",Petrol,Manual,VXI Manual,"₹4,10,499"
238,2013 Maruti Swift,1st Owner,"74,447 km",Diesel,Manual,VDI Manual,"₹3,43,499"
239,2019 Maruti Baleno,1st Owner,"14,237 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,51,699"
240,2017 Hyundai Grand i10,2nd Owner,"44,924 km",Petrol,,Sportz(O) 1.2 MT,"₹4,47,399"
241,2020 Maruti Alto,1st Owner,"13,235 km",Petrol,Manual,LXI Manual,"₹3,77,299"
242,2019 Maruti Vitara Brezza,1st Owner,"27,455 km",Diesel,Manual,VDI Manual,"₹8,00,299"
243,2019 Maruti Baleno,2nd Owner,"6,671 km",Petrol,Automatic,ALPHA 1.2 K12 AMT Automatic,"₹8,19,199"
244,2017 Maruti Baleno,1st Owner,"19,708 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,75,199"
245,2015 BMW 5 Series,2nd Owner,"80,744 km",Diesel,Automatic,520D LUXURY LINE Automatic,"₹20,21,599"
246,2015 Toyota Fortuner,1st Owner,"90,313 km",Diesel,Automatic,3.0 AT 4X2 Automatic,"₹15,76,799"
247,2013 Hyundai i20,1st Owner,"37,840 km",Diesel,Manual,ERA 1.4 CRDI Manual,"₹3,45,799"
248,2020 Maruti Baleno,1st Owner,"7,052 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,72,999"
249,2019 Maruti Vitara Brezza,1st Owner,"37,696 km",Diesel,Manual,VDI Manual,"₹8,00,599"
250,2013 Maruti Swift,1st Owner,"68,749 km",Diesel,Manual,VDI Manual,"₹3,62,799"
251,2018 Maruti Celerio,1st Owner,"27,816 km",Petrol,Manual,ZXI OPT Manual,"₹5,10,399"
252,2019 Maruti Vitara Brezza,1st Owner,"52,300 km",Diesel,Manual,VDI Manual,"₹7,59,999"
253,2013 Maruti Swift,1st Owner,"67,670 km",Diesel,Manual,VDI Manual,"₹3,51,999"
254,2019 Maruti Vitara Brezza,1st Owner,"31,245 km",Diesel,Manual,VDI Manual,"₹8,33,399"
255,2014 Maruti Swift,1st Owner,"79,144 km",Diesel,Manual,VDI Manual,"₹3,55,899"
256,2019 Maruti Vitara Brezza,1st Owner,"25,398 km",Diesel,Manual,VDI Manual,"₹8,30,399"
257,2018 Maruti Vitara Brezza,1st Owner,"20,713 km",Diesel,Manual,VDI Manual,"₹8,04,599"
258,2013 Maruti Swift,1st Owner,"58,990 km",Diesel,Manual,VDI Manual,"₹3,37,699"
259,2019 Tata Tiago,1st Owner,"17,534 km",Petrol,Manual,XZ 1.2 REVOTRON Manual,"₹5,12,099"
260,2012 Maruti Swift,1st Owner,"41,244 km",Petrol,Manual,LXI Manual,"₹3,29,899"
261,2013 Maruti Swift,1st Owner,"40,547 km",Diesel,Manual,VDI Manual,"₹3,36,999"
262,2013 Maruti Swift,1st Owner,"76,608 km",Diesel,Manual,VDI Manual,"₹3,83,799"
263,2017 Honda Jazz,1st Owner,"61,545 km",Diesel,Manual,1.5 VX I DTEC Manual,"₹5,92,399"
264,2013 Maruti Swift,2nd Owner,"99,562 km",Petrol,Manual,LXI Manual,"₹3,70,199"
265,2013 Maruti Swift,1st Owner,"1,12,335 km",Diesel,Manual,VDI Manual,"₹3,38,799"
266,2018 Hyundai Grand i10,1st Owner,"31,064 km",Petrol,Manual,MAGNA 1.2 VTVT Manual,"₹4,86,199"
267,2016 Maruti Swift Dzire,1st Owner,"1,58,642 km",Diesel,Manual,VDI ABS Manual,"₹4,51,599"
268,2019 Maruti Vitara Brezza,1st Owner,"49,708 km",Diesel,Manual,VDI Manual,"₹8,11,899"
269,2015 Hyundai Eon,1st Owner,"1,24,129 km",Petrol,Manual,MAGNA PLUS Manual,"₹2,68,699"
270,2015 Maruti Swift Dzire,1st Owner,"23,258 km",Petrol,Manual,VXI 1.2 BS IV Manual,"₹4,91,699"
271,2019 Maruti Vitara Brezza,1st Owner,"18,028 km",Diesel,Manual,VDI Manual,"₹8,51,199"
272,2015 Hyundai Eon,1st Owner,"58,809 km",Petrol,Manual,MAGNA PLUS Manual,"₹2,88,199"
273,2017 Maruti Wagon R 1.0,1st Owner,"26,891 km",Petrol,Manual,VXI Manual,"₹4,25,699"
274,2019 Maruti Vitara Brezza,1st Owner,"75,243 km",Diesel,Manual,VDI Manual,"₹8,02,899"
275,2015 Maruti Swift,1st Owner,"18,206 km",Diesel,Manual,LDI BS IV Manual,"₹4,05,399"
276,2017 Hyundai Grand i10,1st Owner,"88,932 km",Petrol,Manual,SPORTZ (O) 1.2 AT VTVT Manual,"₹4,92,099"
277,2017 Ford Ecosport,1st Owner,"1,13,015 km",Diesel,Manual,1.5 TREND+ TDCI Manual,"₹6,46,299"
278,2018 Hyundai Grand i10,2nd Owner,"16,729 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,84,299"
279,2017 Hyundai Grand i10,1st Owner,"24,487 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹4,80,899"
280,2017 Renault Kwid,1st Owner,"19,518 km",Petrol,Manual,1.0 RXT Opt Manual,"₹3,79,599"
281,2014 Maruti Swift,1st Owner,"64,370 km",Diesel,Manual,VDI Manual,"₹3,89,399"
282,2018 Hyundai Grand i10,2nd Owner,"17,008 km",Petrol,Manual,MAGNA 1.2 VTVT Manual,"₹5,00,499"
283,2013 Hyundai i20,1st Owner,"32,431 km",Diesel,Manual,ERA 1.4 CRDI Manual,"₹3,72,399"
284,2013 Maruti Swift,1st Owner,"49,032 km",Diesel,Manual,VDI Manual,"₹3,63,699"
285,2017 Maruti Swift,1st Owner,"70,112 km",Diesel,Manual,VDI ABS Manual,"₹4,66,299"
286,2013 Maruti Swift,1st Owner,"77,409 km",Diesel,Manual,ZDI Manual,"₹4,07,299"
287,2013 Maruti Swift,1st Owner,"45,417 km",Diesel,Manual,VDI Manual,"₹3,64,399"
288,2013 Maruti Swift,1st Owner,"1,22,416 km",Diesel,Manual,VDI Manual,"₹3,31,599"
289,2013 Maruti Swift,1st Owner,"45,868 km",Diesel,Manual,VDI Manual,"₹3,67,699"
290,2013 Maruti Swift,1st Owner,"1,67,528 km",Diesel,Manual,VDI Manual,"₹3,42,299"
291,2016 Maruti Alto 800,1st Owner,"47,929 km",Petrol,Manual,VXI Manual,"₹2,74,999"
292,2018 Maruti Wagon R 1.0,1st Owner,"13,375 km",Petrol,Manual,LXI Manual,"₹4,34,799"
293,2018 Hyundai Grand i10,1st Owner,"11,700 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,98,599"
294,2013 Maruti Swift,1st Owner,"43,732 km",Diesel,Manual,VDI Manual,"₹3,85,999"
295,2018 Maruti Wagon R 1.0,1st Owner,"24,014 km",Petrol,Manual,VXI Manual,"₹4,64,899"
296,2014 Maruti Swift,2nd Owner,"64,127 km",Diesel,Manual,ZDI Manual,"₹4,43,899"
297,2013 Maruti Swift,1st Owner,"47,329 km",Diesel,Manual,VDI Manual,"₹3,82,199"
298,2012 Maruti Swift,1st Owner,"79,744 km",Petrol,Manual,ZXI Manual,"₹3,95,299"
299,2013 Hyundai i20,1st Owner,"57,465 km",Diesel,Manual,SPORTZ 1.4 CRDI Manual,"₹4,00,999"
300,2015 Maruti Swift,1st Owner,"76,264 km",Diesel,Manual,VDI ABS Manual,"₹4,37,399"
301,2013 Maruti Swift,1st Owner,"24,652 km",Diesel,Manual,ZDI Manual,"₹4,05,799"
302,2013 Maruti Swift,1st Owner,"47,530 km",Petrol,Manual,VXI Manual,"₹3,99,199"
303,2012 Maruti Swift Dzire,1st Owner,"1,18,117 km",Diesel,Manual,VDI BS IV Manual,"₹3,05,899"
304,2014 Maruti Swift Dzire,1st Owner,"73,614 km",Petrol,Manual,VXI 1.2 BS IV Manual,"₹4,03,599"
305,2015 Maruti Swift,2nd Owner,"61,499 km",Diesel,Manual,VDI ABS Manual,"₹4,57,899"
306,2016 Hyundai Grand i10,1st Owner,"45,395 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹5,18,899"
307,2017 Hyundai Grand i10,1st Owner,"16,502 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,95,599"
308,2017 Hyundai Grand i10,1st Owner,"17,829 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,95,599"
309,2013 Maruti Swift Dzire,1st Owner,"40,212 km",Diesel,Manual,VDI BS IV Manual,"₹3,97,599"
310,2013 Maruti Swift,1st Owner,"27,428 km",Petrol,Manual,LXI Manual,"₹3,68,499"
311,2015 Maruti Swift Dzire,1st Owner,"76,778 km",Diesel,Manual,VDI ABS Manual,"₹4,55,799"
312,2014 Maruti Swift,2nd Owner,"82,367 km",Diesel,Manual,VDI Manual,"₹3,70,699"
313,2014 Volkswagen Vento,1st Owner,"45,417 km",Petrol,Manual,HIGHLINE PETROL Manual,"₹4,68,899"
314,2014 Maruti Swift,1st Owner,"62,658 km",Petrol,Manual,VXI Manual,"₹4,18,999"
315,2013 Maruti Swift,1st Owner,"65,080 km",Petrol,Manual,ZXI Manual,"₹4,21,999"
316,2017 Hyundai Grand i10,1st Owner,"24,778 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹5,31,399"
317,2017 Maruti Swift,1st Owner,"96,866 km",Diesel,Manual,VDI ABS Manual,"₹5,09,199"
318,2014 Maruti Swift,1st Owner,"38,015 km",Diesel,Manual,VDI Manual,"₹3,97,099"
319,2015 Maruti Swift,1st Owner,"56,789 km",Diesel,Manual,VDI ABS Manual,"₹4,50,599"
320,2014 Maruti Swift,1st Owner,"41,996 km",Diesel,Manual,VDI Manual,"₹3,89,799"
321,2017 Maruti Alto 800,1st Owner,"40,409 km",Petrol,Manual,LXI Manual,"₹2,99,199"
322,2017 Hyundai Grand i10,2nd Owner,"19,915 km",Petrol,Manual,SPORTZ O 1.2 Manual,"₹4,80,899"
323,2013 Maruti Swift Dzire,1st Owner,"66,341 km",Diesel,Manual,VDI BS IV Manual,"₹3,75,099"
324,2013 Maruti Swift Dzire,1st Owner,"69,373 km",Diesel,Manual,VDI Manual,"₹3,79,899"
325,2014 Maruti Swift,2nd Owner,"49,216 km",Diesel,Manual,VDI ABS Manual,"₹4,24,299"
326,2019 Renault Kwid,1st Owner,"18,875 km",Petrol,Manual,1.0 RXT Opt Manual,"₹4,12,899"
327,2013 Maruti Swift Dzire,1st Owner,"83,414 km",Diesel,Manual,VDI BS IV Manual,"₹3,42,799"
328,2015 Honda Brio,2nd Owner,"25,253 km",Petrol,Automatic,1.2 VX AT I VTEC Automatic,"₹4,83,499"
329,2014 Maruti Swift,2nd Owner,"17,135 km",Petrol,Manual,VXI Manual,"₹4,19,799"
330,2014 Maruti Swift,2nd Owner,"14,734 km",Petrol,Manual,VXI Manual,"₹4,37,899"
331,2013 Maruti Swift Dzire,1st Owner,"76,795 km",Diesel,Manual,VDI BS IV Manual,"₹3,74,499"
332,2015 Hyundai Eon,1st Owner,"19,027 km",Petrol,Manual,ERA PLUS Manual,"₹2,89,299"
333,2016 Hyundai Grand i10,1st Owner,"27,912 km",Petrol,Manual,ASTA 1.2 KAPPA VTVT Manual,"₹5,28,099"
334,2014 Maruti Swift,1st Owner,"54,884 km",Diesel,Manual,VDI Manual,"₹4,07,199"
335,2013 Maruti Swift Dzire,1st Owner,"74,644 km",Diesel,Manual,VDI BS IV Manual,"₹3,77,099"
336,2014 Maruti Swift,1st Owner,"54,628 km",Diesel,Manual,VDI ABS Manual,"₹4,26,499"
337,2015 Maruti Swift,1st Owner,"46,856 km",Diesel,Manual,VDI ABS Manual,"₹4,47,499"
338,2015 Maruti Swift,1st Owner,"46,478 km",Petrol,Manual,LXI Manual,"₹4,23,099"
339,2014 Maruti Swift,1st Owner,"38,070 km",Diesel,Manual,VDI ABS Manual,"₹4,31,899"
340,2014 Maruti Swift,1st Owner,"44,609 km",Diesel,Manual,VDI ABS Manual,"₹4,23,799"
341,2016 Hyundai Grand i10,1st Owner,"33,039 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,82,499"
342,2015 Maruti Swift,1st Owner,"45,371 km",Petrol,Manual,VXI Manual,"₹4,56,999"
343,2015 Maruti Swift,1st Owner,"53,260 km",Diesel,Manual,VDI ABS Manual,"₹4,43,099"
344,2014 Maruti Alto 800,2nd Owner,"38,526 km",Petrol,Manual,VXI Manual,"₹2,62,999"
345,2015 Maruti Alto K10,1st Owner,"29,520 km",Petrol,Manual,VXI Manual,"₹2,90,399"
346,2016 Hyundai Grand i10,1st Owner,"19,902 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹4,82,699"
347,2015 Maruti Alto K10,1st Owner,"41,995 km",Petrol,Manual,VXI Manual,"₹2,99,599"
348,2019 Maruti Alto K10,1st Owner,"51,513 km",Petrol,Manual,VXI Manual,"₹4,01,799"
349,2014 Maruti Swift,1st Owner,"35,607 km",Diesel,Manual,VDI ABS Manual,"₹4,39,899"
350,2017 Maruti Alto 800,1st Owner,"29,190 km",Petrol,Manual,LXI Manual,"₹2,99,199"
351,2014 Maruti Swift,1st Owner,"1,02,773 km",Diesel,Manual,VDI Manual,"₹3,69,999"
352,2015 Maruti Swift,1st Owner,"33,242 km",Diesel,Manual,VDI ABS Manual,"₹4,62,199"
353,2016 Maruti Alto 800,1st Owner,"34,742 km",Petrol,Manual,VXI Manual,"₹2,95,199"
354,2015 Maruti Swift,1st Owner,"91,610 km",Diesel,Manual,VDI ABS Manual,"₹4,69,399"
355,2015 Maruti Swift,1st Owner,"92,086 km",Diesel,Manual,VDI ABS Manual,"₹4,26,299"
356,2015 Maruti Swift,1st Owner,"84,904 km",Diesel,Manual,VDI ABS Manual,"₹4,46,899"
357,2018 Maruti Alto K10,2nd Owner,"31,492 km",Petrol,Manual,VXI Manual,"₹3,52,899"
358,2015 Hyundai Grand i10,1st Owner,"11,964 km",Petrol,Manual,MAGNA 1.2 KAPPA VTVT Manual,"₹4,17,199"
359,2017 Maruti Alto K10,1st Owner,"40,539 km",Petrol,Manual,VXI OPT Manual,"₹3,59,599"
360,2017 Maruti Alto 800,1st Owner,"21,776 km",Petrol,Manual,LXI Manual,"₹2,99,199"
361,2015 Maruti Swift,1st Owner,"1,06,657 km",Diesel,Manual,VDI ABS Manual,"₹4,29,599"
362,2015 Maruti Swift,1st Owner,"1,04,005 km",Diesel,Manual,VDI ABS Manual,"₹4,29,999"
363,2017 Maruti Alto 800,2nd Owner,"19,146 km",Petrol,Manual,LXI Manual,"₹2,99,199"
364,2016 Maruti Alto 800,1st Owner,"22,872 km",Petrol,Manual,LXI Manual,"₹2,86,899"
365,2015 Maruti Alto 800,2nd Owner,"25,200 km",Petrol,Manual,LXI Manual,"₹2,66,599"
366,2015 Maruti Swift,1st Owner,"1,22,972 km",Diesel,Manual,VDI ABS Manual,"₹3,98,699"
367,2014 Maruti Swift,1st Owner,"26,679 km",Petrol,Manual,VXI Manual,"₹4,58,799"
368,2015 Maruti Swift,1st Owner,"1,26,169 km",Diesel,Manual,VDI ABS Manual,"₹4,02,599"
369,2017 Maruti Alto 800,1st Owner,"10,457 km",Petrol,Manual,LXI Manual,"₹2,99,199"
370,2017 Maruti Alto K10,1st Owner,"8,841 km",Petrol,Manual,VXI Manual,"₹3,28,899"
371,2015 Hyundai Grand i10,1st Owner,"13,223 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,40,499"
372,2015 Hyundai Grand i10,1st Owner,"21,496 km",Petrol,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,35,799"
373,2018 Maruti Alto K10,2nd Owner,"27,027 km",Petrol,Manual,VXI Manual,"₹3,72,599"
374,2016 Renault Kwid,2nd Owner,"32,676 km",Petrol,Manual,RXT Manual,"₹2,66,399"
375,2015 Maruti Swift,1st Owner,"1,12,006 km",Diesel,Manual,VDI ABS Manual,"₹4,41,099"
376,2013 Maruti Swift Dzire,1st Owner,"1,30,588 km",Diesel,Manual,LDI BS IV Manual,"₹3,40,599"
377,2013 Honda City,1st Owner,"47,771 km",Petrol,Manual,S MT PETROL Manual,"₹5,00,399"
378,2017 Maruti Alto K10,1st Owner,"16,788 km",Petrol,Manual,VXI Manual,"₹3,49,599"
379,2013 Hyundai Verna,1st Owner,"71,411 km",Diesel,Manual,FLUIDIC 1.6 SX CRDI Manual,"₹4,38,499"
380,2016 Ford Ecosport,1st Owner,"16,212 km",Petrol,Manual,1.5 TITANIUM TI VCT Manual,"₹7,41,699"
381,2017 Maruti Alto K10,2nd Owner,"12,221 km",Petrol,Manual,VXI Manual,"₹3,60,799"
382,2013 Maruti Swift,1st Owner,"23,673 km",Diesel,Manual,VDI Manual,"₹3,77,099"
383,2013 Maruti Swift,1st Owner,"44,122 km",Diesel,Manual,VDI Manual,"₹3,64,899"
384,2017 Maruti Dzire,3rd Owner,"35,282 km",Diesel,Automatic,VDI AMT Automatic,"₹6,23,199"
385,2014 Maruti Swift,1st Owner,"46,949 km",Diesel,Manual,LDI BS IV Manual,"₹3,63,999"
386,2011 Maruti Alto K10,1st Owner,"25,086 km",Petrol,Manual,VXI Manual,"₹2,48,299"
387,2016 Maruti Wagon R 1.0,1st Owner,"56,113 km",Petrol,Automatic,VXI AMT Automatic,"₹3,85,099"
388,2014 Renault Duster,1st Owner,"61,943 km",Diesel,Manual,85 PS RXL OPT Manual,"₹4,50,499"
389,2015 Mahindra XUV500,2nd Owner,"44,571 km",Diesel,Manual,W10 Manual,"₹8,64,399"
390,2015 Maruti Swift Dzire,1st Owner,"50,862 km",Diesel,Manual,VDI ABS Manual,"₹4,82,599"
391,2018 Maruti Alto K10,1st Owner,"3,675 km",Petrol,Manual,VXI Manual,"₹4,17,699"
392,2015 Maruti Swift,1st Owner,"43,651 km",Diesel,Manual,LDI O Manual,"₹4,10,099"
393,2015 Maruti Ciaz,1st Owner,"1,22,279 km",Diesel,Manual,VDI (O) SHVS HYBIRD Manual,"₹5,23,199"
394,2013 Hyundai Verna,1st Owner,"82,659 km",Diesel,Manual,FLUIDIC 1.6 SX CRDI Manual,"₹4,51,499"
395,2015 Maruti Swift,1st Owner,"55,265 km",Petrol,Manual,LXI Manual,"₹4,26,999"
396,2015 Maruti Swift,1st Owner,"71,077 km",Petrol,Manual,VXI Manual,"₹4,36,699"
397,2017 Ford Ecosport,1st Owner,"34,575 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹6,80,699"
398,2017 Maruti Wagon R 1.0,1st Owner,"28,190 km",Petrol,Manual,VXI Manual,"₹4,14,699"
399,2016 Maruti Baleno,1st Owner,"44,604 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹5,46,699"
400,2018 Maruti Wagon R 1.0,1st Owner,"30,536 km",Petrol,Manual,VXI Manual,"₹4,53,799"
401,2017 Renault Duster,1st Owner,"67,331 km",Diesel,Manual,RXZ DIESEL 110 Manual,"₹7,41,999"
402,2015 Maruti Wagon R 1.0,2nd Owner,"23,699 km",Petrol,Manual,VXI Manual,"₹3,36,699"
403,2018 Tata Tiago,1st Owner,"50,361 km",Petrol,Manual,XT 1.2 REVOTRON Manual,"₹4,10,199"
404,2017 Honda City,1st Owner,"24,546 km",Petrol,Manual,V MT PETROL Manual,"₹8,04,499"
405,2017 Hyundai Creta,1st Owner,"28,597 km",Petrol,Automatic,1.6 SX PLUS AUTO PETROL Automatic,"₹11,19,199"
406,2017 Maruti Baleno,1st Owner,"41,963 km",Petrol,Manual,ZETA 1.2 K12 Manual,"₹5,83,299"
407,2019 Renault Kwid,1st Owner,"1,179 km",Petrol,Manual,RXL Manual,"₹3,44,499"
408,2016 Maruti Alto K10,1st Owner,"57,718 km",Petrol,Manual,VXI Manual,"₹2,96,199"
409,2020 Honda City,1st Owner,"8,641 km",Petrol,Manual,V MT PETROL Manual,"₹10,86,599"
410,2019 Maruti Swift,1st Owner,"38,535 km",Petrol,Manual,LXI Manual,"₹5,07,699"
411,2019 Renault Kwid,1st Owner,"6,872 km",Petrol,Manual,RXL Manual,"₹3,44,499"
412,2017 Honda WR-V,1st Owner,"16,683 km",Petrol,Manual,1.2 i-VTEC VX MT Manual,"₹7,75,599"
413,2017 Ford Ecosport,1st Owner,"63,761 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹6,43,799"
414,2015 Toyota Camry,1st Owner,"1,51,788 km",Petrol,Automatic,HYBRID AT Automatic,"₹12,71,199"
415,2014 Maruti Alto K10,1st Owner,"22,264 km",Petrol,Manual,LXI Manual,"₹2,65,099"
416,2017 Maruti Alto K10,1st Owner,"17,840 km",Petrol,Manual,VXI Manual,"₹3,69,199"
417,2017 Hyundai Elite i20,1st Owner,"41,557 km",Petrol,Manual,SPORTZ 1.2 Manual,"₹5,78,399"
418,2018 Maruti Baleno,1st Owner,"23,091 km",Petrol,Manual,DELTA 1.2 K12 Manual,"₹6,25,799"
419,2018 Ford Ecosport,2nd Owner,"22,443 km",Petrol,Manual,1.5 TITANIUM TI VCT Manual,"₹7,88,199"
420,2017 Hyundai Elite i20,1st Owner,"55,935 km",Petrol,Manual,SPORTZ 1.2 Manual,"₹5,40,199"
421,2015 Ford Ecosport,1st Owner,"77,503 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹5,33,899"
422,2017 Renault Kwid,1st Owner,"41,248 km",Petrol,Manual,1.0 RXT Opt Manual,"₹3,39,499"
423,2014 Hyundai Elite i20,1st Owner,"11,547 km",Petrol,Manual,SPORTZ 1.2 Manual,"₹5,00,099"
424,2018 Renault Kwid,1st Owner,"67,850 km",Petrol,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"₹3,43,099"
425,2019 Ford Ecosport,1st Owner,"31,855 km",Diesel,Manual,1.5TITANIUM TDCI Manual,"₹9,05,399"
426,2019 Maruti Baleno,2nd Owner,"34,079 km",Petrol,Automatic,ZETA 1.2 K12 AMT Automatic,"₹6,91,799"
427,2015 Hyundai Elite i20,3rd Owner,"1,41,314 km",Diesel,Manual,ASTA 1.4 CRDI Manual,"₹5,08,999"
428,2020 MG HECTOR,1st Owner,"7,388 km",Petrol,Automatic,SHARP DCT PETROL Automatic,"₹16,66,999"
429,2019 Maruti Celerio,1st Owner,"29,073 km",Petrol + CNG,Manual,VXI CNG Manual,"₹5,23,499"
430,2019 Maruti Vitara Brezza,1st Owner,"30,248 km",Diesel,Manual,VDI Manual,"₹8,53,999"
431,2020 Hyundai GRAND I10 NIOS,1st Owner,"3,907 km",Petrol,Manual,MAGNA 1.2 MT Manual,"₹6,09,499"
432,2013 BMW 5 Series,1st Owner,"46,305 km",Diesel,Automatic,520D LUXURY LINE Automatic,"₹17,44,799"
433,2020 Maruti Vitara Brezza,1st Owner,"16,336 km",Petrol,Manual,LXI Manual,"₹7,28,999"
434,2019 Maruti Alto 800,1st Owner,"10,316 km",Petrol,Manual,VXI Manual,"₹3,26,699"
435,2015 Hyundai Eon,1st Owner,"27,763 km",Petrol,Manual,ERA PLUS Manual,"₹2,80,699"
436,2014 Hyundai Grand i10,1st Owner,"55,167 km",Diesel,Manual,ASTA 1.1 CRDI Manual,"₹3,41,299"
437,2017 Hyundai Eon,2nd Owner,"77,238 km",Petrol,Manual,MAGNA PLUS OPTIONAL Manual,"₹2,86,199"
438,2017 Hyundai Grand i10,1st Owner,"34,227 km",Petrol,Manual,SPORTS 1.2 VTVT Manual,"₹4,87,499"
439,2015 Maruti Swift,1st Owner,"56,552 km",Diesel,Manual,VDI ABS Manual,"₹4,89,599"
440,2012 Ford Fiesta,2nd Owner,"68,356 km",Diesel,Manual,TITANIUM DIESEL Manual,"₹2,61,099"
441,2012 Maruti Swift Dzire,1st Owner,"49,310 km",Diesel,Manual,VDI BS IV Manual,"₹2,47,299"
442,2012 Maruti Swift Dzire,1st Owner,"68,930 km",Diesel,Manual,VDI BS IV Manual,"₹2,83,299"
443,2012 Maruti Swift Dzire,1st Owner,"77,730 km",Diesel,Manual,VDI BS IV Manual,"₹3,06,899"
444,2009 Maruti A Star,1st Owner,"1,09,914 km",Petrol,Manual,VXI Manual,"₹1,71,699"
445,2012 Maruti Swift Dzire,1st Owner,"80,671 km",Diesel,Manual,VDI BS IV Manual,"₹2,99,099"
446,2013 Maruti Swift Dzire,1st Owner,"1,05,088 km",Petrol,Manual,VXI 1.2 BS IV Manual,"₹3,54,199"
447,2012 Maruti Swift,1st Owner,"48,080 km",Petrol,Manual,LXI Manual,"₹3,52,399"
448,2017 Ford New Figo,1st Owner,"3,430 km",Petrol,Manual,1.2 TREND Manual,"₹4,72,999"
449,2015 Hyundai Grand i10,2nd Owner,"62,491 km",Diesel,Manual,MAGNA 1.1 CRDI Manual,"₹3,04,099"
450,2016 Maruti S Cross,1st Owner,"1,17,629 km",Diesel,Manual,ALPHA 1.6 Manual,"₹5,55,699"
451,2016 Maruti Swift Dzire,1st Owner,"54,447 km",Diesel,Manual,LDI BS IV Manual,"₹4,31,199"
452,2016 Maruti Swift,1st Owner,"58,818 km",Petrol,Manual,LXI OPT Manual,"₹4,34,499"
453,2020 Toyota YARIS,1st Owner,"13,976 km",Petrol,Manual,J MT Manual,"₹7,76,399"
454,2017 Maruti Dzire,1st Owner,"56,502 km",Diesel,Manual,VDI Manual,"₹6,10,199"
455,2017 Maruti Ertiga,1st Owner,"1,18,264 km",Diesel,Manual,VDI SHVS Manual,"₹6,45,899"
456,2015 Audi Q3,1st Owner,"69,954 km",Diesel,Manual,30 TDI MT S EDITION Manual,"₹12,84,999"
457,2013 Mahindra XUV500,1st Owner,"70,708 km",Diesel,Manual,W8 FWD Manual,"₹5,83,799"
458,2017 Tata Tiago,1st Owner,"80,880 km",Petrol,Manual,XT 1.2 REVOTRON Manual,"₹3,74,499"
459,2020 Honda Amaze,1st Owner,"14,240 km",Petrol,Manual,1.2 V MT I-VTEC Manual,"₹6,16,499"
460,2017 Datsun Redi Go,2nd Owner,"20,977 km",Petrol,Manual,T (O) Manual,"₹2,59,999"
461,2018 Maruti Wagon R 1.0,1st Owner,"11,773 km",Petrol,Manual,VXI Manual,"₹4,76,799"
462,2015 Maruti Ertiga,2nd Owner,"66,594 km",Diesel,Manual,ZDI Manual,"₹5,61,699"
463,2014 Honda City,2nd Owner,"37,322 km",Petrol,Manual,1.5 E MT PETROL Manual,"₹4,86,499"
464,2014 Maruti Swift,1st Owner,"1,04,448 km",Petrol + CNG,Manual,LXI Manual,"₹3,52,099"
